TESTOPID	TESTNAME	TESTSTART	TESTEND	PRODUCTTESTID	SERIALNUMBER	REVTIMEORDER	OPERATIONREPORT	FIRMWARE_VERSION	KALMAN_FILTER	MAG_DECL	ACC_GAIN_X	ACC_GAIN_Y	ACC_GAIN_Z	ACC_OFFSET_X	ACC_OFFSET_Y	ACC_OFFSET_Z	GYRO_GAIN_X	GYRO_GAIN_Y	GYRO_GAIN_Z	MAG_XMIN	MAG_XMAX	MAG_YMIN	MAG_YMAX	MAG_ZMIN	MAG_ZMAX	MAG_ROT_XX	MAG_ROT_XY	MAG_ROT_XZ	MAG_ROT_YX	MAG_ROT_YY	MAG_ROT_YZ	MAG_ROT_ZX	MAG_ROT_ZY	MAG_ROT_ZZ	GYRO_ROT_XX	GYRO_ROT_XY	GYRO_ROT_XZ	GYRO_ROT_YX	GYRO_ROT_YY	GYRO_ROT_YZ	GYRO_ROT_ZX	GYRO_ROT_ZY	GYRO_ROT_ZZ	ACC_ROT_XX	ACC_ROT_XY	ACC_ROT_XZ	ACC_ROT_YX	ACC_ROT_YY	ACC_ROT_YZ	ACC_ROT_ZX	ACC_ROT_ZY	ACC_ROT_ZZ
A02010782	AHRS-CALIBRATION-v3	2017/12/15-04:28:10	2017/12/15-04:28:10	A02010783	491	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0081499	0.0054231	0.050169	8.66	8.66	8.66	-1.0242	0.97576	-1.0439	0.95611	0.99863	-1.0014	1.0097	-0.060428	0.0018481	-0.060428	0.99814	0.0075632	0.0018481	0.0075632	0.99589	1	0	0	0	1	0	0	0	1	1.0154	0.020344	0.010943	0.020344	0.99423	-0.014281	0.010943	-0.014281	0.99129
A02010784	AHRS-CALIBRATION-v3	2017/12/18-10:31:29	2017/12/18-10:31:29	A02010785	492	1	OK	CLB	False	0.0	0.001	0.001	0.001	-0.0050417	-0.012775	0.044781	8.66	8.66	8.66	-1.0764	0.9236	-0.96409	1.0359	0.99308	-1.0069	1.0226	-0.048081	-0.0019225	-0.048081	1.0179	0.013192	-0.0019225	0.013192	0.96304	1	0	0	0	1	0	0	0	1	1.02	0.0093944	0.000603	0.0093944	0.98223	-0.011864	0.000603	-0.011864	0.99833
A02010778	AHRS-CALIBRATION-v3	2017/12/14-02:53:03	2017/12/14-02:53:03	A02010779	494	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.024897	0.0066835	0.043695	8.66	8.66	8.66	-0.99812	1.0019	-1.0806	0.9194	1.0119	-0.98812	1.0228	-0.044456	0.0058307	-0.044456	0.99109	0.0069879	0.0058307	0.0069879	0.98852	1	0	0	0	1	0	0	0	1	0.99293	0.0057121	0.0032844	0.0057121	1.0171	-0.0072158	0.0032844	-0.0072158	0.99031
A02010794	AHRS-CALIBRATION-v3	2018/01/08-03:27:23	2018/01/08-03:27:23	A02010795	495	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0039428	-0.0073052	0.033939	8.66	8.66	8.66	-1.0645	0.93555	-0.99094	1.0091	0.9903	-1.0097	1.0234	-0.06941	-0.0015812	-0.06941	1.0107	0.007378	-0.0015812	0.007378	0.97139	1	0	0	0	1	0	0	0	1	0.99788	-0.00063762	-0.00080307	-0.00063762	0.99279	-0.0063281	-0.00080307	-0.0063281	1.0094
A02010772	AHRS-CALIBRATION-v3	2017/12/15-11:23:28	2017/12/15-11:23:28	A02010773	496	1	OK	CLB	False	0.0	0.001	0.001	0.001	-0.0016271	0.0016414	0.054406	8.66	8.66	8.66	-1.0749	0.92509	-0.94907	1.0509	1.0076	-0.99238	1.0113	-0.033687	0.014234	-0.033687	0.98948	0.00090247	0.014234	0.00090247	1.0007	1	0	0	0	1	0	0	0	1	0.96727	0.023175	-0.0019416	0.023175	1.0238	0.0044259	-0.0019416	0.0044259	1.0104
A02010776	AHRS-CALIBRATION-v3	2017/12/14-12:36:48	2017/12/14-12:36:48	A02010777	497	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.01342	-0.0054165	0.035525	8.66	8.66	8.66	-1.0096	0.9904	-0.94866	1.0513	0.99359	-1.0064	1.013	-0.10111	-0.0072716	-0.10111	1.0189	0.0066093	-0.0072716	0.0066093	0.97865	1	0	0	0	1	0	0	0	1	0.99051	0.0020014	-0.0047394	0.0020014	1.0172	-0.0044166	-0.0047394	-0.0044166	0.99258
A02019339	AHRS-CALIBRATION-v3	2018/06/06-09:40:21	2018/06/06-09:40:21	A02019340	498	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0098716	0.0038146	0.018067	8.66	8.66	8.66	-1.0154	0.98458	-1.0278	0.97218	1.0083	-0.99168	0.98614	-0.0067308	0.012675	-0.0067308	0.9771	0.022626	0.012675	0.022626	1.0386	1	0	0	0	1	0	0	0	1	1.0035	0.069417	-0.0021751	0.069417	0.98704	0.0023224	-0.0021751	0.0023224	1.0146
A02010633	AHRS-CALIBRATION-v3	2017/09/14-07:16:09	2017/09/14-07:16:09	A02010634	499	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.019712	-0.010144	0.056514	8.66	8.66	8.66	-1.014	0.98599	-0.99597	1.004	0.99702	-1.003	0.98365	-0.01492	0.0043608	-0.01492	0.97083	0.016711	0.0043608	0.016711	1.0477	1	0	0	0	1	0	0	0	1	1.0019	0.30907	-0.016074	0.30907	1.0463	-0.0023506	-0.016074	-0.0023506	1.0498
A02010749	AHRS-CALIBRATION-v3	2017/10/23-11:57:37	2017/10/23-11:57:37	A02010750	500	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0092632	0.0010248	0.014325	8.66	8.66	8.66	-1.0038	0.99615	-1.0308	0.96917	1.0168	-0.98319	0.99216	-0.0048487	0.0038861	-0.0048487	0.98912	0.024598	0.0038861	0.024598	1.0196	1	0	0	0	1	0	0	0	1	0.99866	0.004921	0.0019141	0.004921	1.0024	-0.0020941	0.0019141	-0.0020941	0.99902
A02010635	AHRS-CALIBRATION-v3	2017/09/07-08:06:24	2017/09/07-08:06:24	A02010636	501	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.011906	0.0088935	0.0096671	8.66	8.66	8.66	-1.0166	0.98336	-1.0216	0.97838	0.98856	-1.0114	0.95469	-0.0070653	0.0044618	-0.0070653	1.0117	0.026977	0.0044618	0.026977	1.0362	1	0	0	0	1	0	0	0	1	1.0149	-0.00082089	-0.0086645	-0.00082089	1.0121	-0.0024406	-0.0086645	-0.0024406	0.97357
A02010637	AHRS-CALIBRATION-v3	2017/09/06-04:57:39	2017/09/06-04:57:39	A02010638	502	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0017915	-0.0082511	0.025116	8.66	8.66	8.66	-1.0146	0.98545	-1.0154	0.9846	1.0092	-0.99084	1.0076	-0.0075254	0.0026558	-0.0075254	0.99919	0.025221	0.0026558	0.025221	0.99396	1	0	0	0	1	0	0	0	1	0.98574	0.0067986	0.0081294	0.0067986	0.98979	-0.0032566	0.0081294	-0.0032566	1.0251
A02019337	AHRS-CALIBRATION-v3	2018/06/04-03:16:02	2018/06/04-03:16:02	A02019338	503	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0066383	-0.0065652	0.013762	8.66	8.66	8.66	-1.0113	0.98872	-1.0343	0.96565	1.0076	-0.99238	0.9898	-0.011144	0.004428	-0.011144	0.99022	0.028551	0.004428	0.028551	1.0213	1	0	0	0	1	0	0	0	1	1.0222	0.031727	-0.0047227	0.031727	0.98522	0.0020614	-0.0047227	0.0020614	0.99393
A02010639	AHRS-CALIBRATION-v3	2017/09/06-05:16:13	2017/09/06-05:16:13	A02010640	504	1	OK	CLB	False	0.0	0.001	0.001	0.001	-0.0059363	0.0014379	0.0018764	8.66	8.66	8.66	-1.0098	0.99021	-1.0321	0.96787	1.0123	-0.98766	0.9949	-0.01293	0.0028439	-0.01293	1.0052	0.018096	0.0028439	0.018096	1.0004	1	0	0	0	1	0	0	0	1	1.0137	-0.00059681	-0.0085827	-0.00059681	1.0076	-0.0016789	-0.0085827	-0.0016789	0.97915
A02019335	AHRS-CALIBRATION-v3	2018/06/08-10:23:40	2018/06/08-10:23:40	A02019336	505	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.01205	0.0088386	0.011488	8.66	8.66	8.66	-1.0103	0.98975	-1.0471	0.95293	1.018	-0.98199	0.98935	-0.0068617	0.0062005	-0.0068617	0.98578	0.017546	0.0062005	0.017546	1.0258	1	0	0	0	1	0	0	0	1	0.99326	0.088066	-0.0094155	0.088066	1.0148	-0.0022017	-0.0094155	-0.0022017	0.99992
A02010642	AHRS-CALIBRATION-v3	2017/10/16-02:43:54	2017/10/16-02:43:54	A02010643	506	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.00088659	0.0061934	0.051102	8.66	8.66	8.66	-1.0069	0.99313	-1.0148	0.98524	1.0202	-0.97977	0.99981	-0.0076928	0.0075453	-0.0076928	0.99821	0.020411	0.0075453	0.020411	1.0025	1	0	0	0	1	0	0	0	1	1.0145	-0.00037337	-0.0013146	-0.00037337	1.0096	-0.00056755	-0.0013146	-0.00056755	0.97629
A02019333	AHRS-CALIBRATION-v3	2018/06/06-11:18:57	2018/06/06-11:18:57	A02019334	507	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0074087	-0.003587	0.041543	8.66	8.66	8.66	-1.0123	0.9877	-1.0217	0.97828	1.0192	-0.98077	0.93731	-0.0092211	0.0075324	-0.0092211	0.98213	0.021915	0.0075324	0.021915	1.0869	1	0	0	0	1	0	0	0	1	0.996	0.1687	-0.0074857	0.1687	1.02	-0.002843	-0.0074857	-0.002843	1.0127
A02010644	AHRS-CALIBRATION-v3	2017/09/29-05:03:10	2017/09/29-05:03:10	A02010645	508	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.00013052	0.0064304	0.0054759	8.66	8.66	8.66	-1.0148	0.9852	-1.0224	0.97762	1.0521	-0.94791	0.99723	-0.0069962	0.0065992	-0.0069962	0.94356	0.015952	0.0065992	0.015952	1.0631	1	0	0	0	1	0	0	0	1	0.96343	0.0080563	-0.0011521	0.0080563	1.0112	0.00020511	-0.0011521	0.00020511	1.0265
A02010647	AHRS-CALIBRATION-v3	2017/09/06-04:41:35	2017/09/06-04:41:35	A02010648	509	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.004733	0.0010888	0.018795	8.66	8.66	8.66	-1.0128	0.98718	-1.0022	0.99777	0.99551	-1.0045	1.0065	-0.008595	0.0056583	-0.008595	0.97417	0.018863	0.0056583	0.018863	1.0204	1	0	0	0	1	0	0	0	1	1.0242	-0.003949	0.01233	-0.003949	1.0088	0.00032733	0.01233	0.00032733	0.96801
A02010649	AHRS-CALIBRATION-v3	2017/09/07-08:40:24	2017/09/07-08:40:24	A02010650	510	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.012	0.014939	0.038413	8.66	8.66	8.66	-1.013	0.98704	-1.0228	0.97722	1.0342	-0.96582	1.0028	-0.016165	0.00825	-0.016165	0.99251	0.018341	0.00825	0.018341	1.0054	1	0	0	0	1	0	0	0	1	1.0166	0.11036	0.0053274	0.11036	1.0169	-0.0056942	0.0053274	-0.0056942	0.97891
A02010715	AHRS-CALIBRATION-v3	2017/10/27-07:34:45	2017/10/27-07:34:45	A02010716	511	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.021212	-0.00090181	0.036716	8.66	8.66	8.66	-1.0127	0.98726	-1.0265	0.97352	1.0144	-0.98557	0.9885	-0.015913	0.0082534	-0.015913	0.97958	0.012904	0.0082534	0.012904	1.0332	1	0	0	0	1	0	0	0	1	0.99776	0.19225	0.0076198	0.19225	1.0206	-0.0092867	0.0076198	-0.0092867	1.0192
A02010651	AHRS-CALIBRATION-v3	2017/09/18-03:58:49	2017/09/18-03:58:49	A02010652	512	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0074459	0.0018632	0.02743	8.66	8.66	8.66	-1.0094	0.99059	-1.0215	0.97852	0.99466	-1.0053	0.98658	-0.0075866	0.0051858	-0.0075866	0.98359	0.022639	0.0051858	0.022639	1.0311	1	0	0	0	1	0	0	0	1	1.0085	0.0039062	-0.0047131	0.0039062	0.9991	-0.0032942	-0.0047131	-0.0032942	0.99255
A02010717	AHRS-CALIBRATION-v3	2017/10/28-01:20:25	2017/10/28-01:20:25	A02010718	513	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.021266	-0.014383	0.015294	8.66	8.66	8.66	-1.0075	0.99245	-1.0269	0.9731	1.0152	-0.98479	0.97048	-0.0038959	0.0065606	-0.0038959	1.0134	0.027569	0.0065606	0.027569	1.0176	1	0	0	0	1	0	0	0	1	1.0063	0.30855	-0.0098149	0.30855	1.0061	0.0011233	-0.0098149	0.0011233	1.0904
A02010653	AHRS-CALIBRATION-v3	2017/09/07-07:08:04	2017/09/07-07:08:04	A02010654	514	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0060327	-0.0032677	0.021003	8.66	8.66	8.66	-1.0153	0.98469	-1.0206	0.97941	0.99965	-1.0004	0.998	-0.0074149	0.0051422	-0.0074149	1.0114	0.021084	0.0051422	0.021084	0.99126	1	0	0	0	1	0	0	0	1	0.99823	0.0062068	-0.00070756	0.0062068	1.0139	0.0015098	-0.00070756	0.0015098	0.98803
A02019331	AHRS-CALIBRATION-v3	2018/06/04-10:43:23	2018/06/04-10:43:23	A02019332	515	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.01851	0.0021163	0.012194	8.66	8.66	8.66	-1.0136	0.98641	-0.99588	1.0041	1.0248	-0.97515	0.97062	-0.007983	0.010044	-0.007983	0.95876	0.013609	0.010044	0.013609	1.075	1	0	0	0	1	0	0	0	1	0.99965	0.041906	-0.0053614	0.041906	1.0135	-0.0075741	-0.0053614	-0.0075741	0.98883
A02010655	AHRS-CALIBRATION-v3	2017/09/07-06:38:43	2017/09/07-06:38:43	A02010656	516	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.015311	0.0030152	0.028623	8.66	8.66	8.66	-1.0154	0.98463	-1.0181	0.98194	1.0142	-0.98584	0.96439	-0.0069518	0.0051822	-0.0069518	0.97865	0.019465	0.0051822	0.019465	1.06	1	0	0	0	1	0	0	0	1	0.96363	0.0018896	-0.00024838	0.0018896	1.0179	-0.00082091	-0.00024838	-0.00082091	1.0195
A02019329	AHRS-CALIBRATION-v3	2018/06/05-10:57:56	2018/06/05-10:57:56	A02019330	518	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.01429	0.0046112	0.016942	8.66	8.66	8.66	-1.0076	0.99238	-1.0448	0.95518	1.0186	-0.98142	0.96593	-0.014052	0.0070936	-0.014052	1.0029	0.012159	0.0070936	0.012159	1.0327	1	0	0	0	1	0	0	0	1	1.0066	0.24074	-0.00025765	0.24074	1.0116	0.00015347	-0.00025765	0.00015347	1.0413
A02019327	AHRS-CALIBRATION-v3	2018/06/05-01:17:20	2018/06/05-01:17:20	A02019328	519	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0077913	0.013588	-0.017277	8.66	8.66	8.66	-1.0049	0.9951	-1.0264	0.9736	1.0002	-0.9998	1.0027	-0.010157	0.00612	-0.010157	0.98753	0.012837	0.00612	0.012837	1.0103	1	0	0	0	1	0	0	0	1	1.0129	0.004563	0.0054499	0.004563	0.98081	0.0026756	0.0054499	0.0026756	1.0066
A02019325	AHRS-CALIBRATION-v3	2018/06/06-12:01:56	2018/06/06-12:01:56	A02019326	520	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.013103	-0.009513	0.032517	8.66	8.66	8.66	-1.0114	0.98862	-0.99326	1.0067	1.0144	-0.98558	0.98107	-0.013268	0.0052587	-0.013268	0.97007	0.013517	0.0052587	0.013517	1.0511	1	0	0	0	1	0	0	0	1	1.0089	0.085306	-0.0012453	0.085306	0.99868	-0.002475	-0.0012453	-0.002475	0.99976
A02010719	AHRS-CALIBRATION-v3	2017/10/17-03:43:44	2017/10/17-03:43:44	A02010720	521	1	OK	CLB	False	0.0	0.001	0.001	0.001	0.0045498	0.0037541	0.032603	8.66	8.66	8.66	-1.0185	0.98146	-1.013	0.98703	1.0164	-0.98358	0.98772	-0.0066222	0.0084435	-0.0066222	0.98488	0.018582	0.0084435	0.018582	1.0285	1	0	0	0	1	0	0	0	1	1.0272	0.0041103	-0.0052476	0.0041103	0.99406	-0.0010464	-0.0052476	-0.0010464	0.97941
A02005152	AHRS-CALIBRATION-v3	2017/10/18-09:52:06	2017/10/18-09:52:06	A02005153	523	1	OK	4.1	False	0.0	0.001	0.001	0.001	-0.0033005	-0.0026064	0.02215	8.66	8.66	8.66	-1.0071	0.99289	-1.0114	0.98856	0.97971	-1.0203	0.94987	-0.017694	0.011317	-0.017694	0.97215	0.0064464	0.011317	0.0064464	1.0835	1	0	0	0	1	0	0	0	1	0.99265	-0.0072195	0.0073129	-0.0072195	1.0098	-0.014718	0.0073129	-0.014718	0.99791
A01553635	AHRS-CALIBRATION-v3	2017/02/16-02:33:11	2017/02/16-02:33:11	A01553636	523	2	OK	4.1	False	0.0	0.001	0.001	0.001	0.0043569	-0.001867	0.0090942	8.66	8.66	8.66	-1.0198	0.98018	-1.025	0.97497	0.97941	-1.0206	0.97233	-0.006323	0.0030403	-0.006323	0.9632	0.00064172	0.0030403	0.00064172	1.0678	1	0	0	0	1	0	0	0	1	0.99957	-0.037527	0.0096477	-0.037527	1.0054	0.014525	0.0096477	0.014525	0.99678
A01551636	AHRS-CALIBRATION-v1	2017/02/16-02:33:11	2017/02/16-02:33:11	A01551637	523	3	OK		False	0.0	0.001	0.001	0.001	0.0043569	-0.001867	0.0090942	8.66	8.66	8.66	-1.0198	0.98018	-1.025	0.97497	0.97941	-1.0206	0.97233	-0.006323	0.0030403	-0.006323	0.9632	0.00064172	0.0030403	0.00064172	1.0678	1	0	0	0	1	0	0	0	1	0.99957	-0.037527	0.0096477	-0.037527	1.0054	0.014525	0.0096477	0.014525	0.99678
A02010175	AHRS-CALIBRATION-v2	2016/04/15-02:08:38	2016/04/23-03:07:38	A02010176	524	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.017013	0.000838	-0.025460	8.66	8.66	8.66	-0.149593	0.068121	0.068121	0.062878	0.06132390	-0.14875899	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01435984	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01435985	524	2	OK		False	0.0	0.001	0.001	0.001	0.017013	0.000838	-0.025460	8.66	8.66	8.66	-0.149593	0.068121	0.068121	0.062878	0.06132390	-0.14875899	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434111	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434112	524	3	OK		False	0.0	0.001	0.001	0.001	0.017013	0.000838	-0.025460	8.66	8.66	8.66	-0.149593	0.068121	0.068121	0.062878	0.06132390	-0.14875899																			1	0	0	0	1	0	0	0	1
A01434113	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434114	524	4	OK		False																																											
A01521499	AHRS-CALIBRATION-v1	2016/11/14-08:08:38	2016/11/15-05:07:38	A01521500	525	1	OK		False	0.0	0.001	0.001	0.001	0.015824	-0.003959	-0.019050	8.66	8.66	8.66	-0.124103	0.112199	-0.136681	0.099621	0.1033760	-0.1186420	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A02294104	AHRS-CALIBRATION-v3	2020/04/20-01:48:39	2020/04/20-01:48:39	A02294105	526	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.0034981	0.0027798	0.017886	8.66	8.66	8.66	-0.97221	1.0278	-0.96873	1.0313	1.0055	-0.99451	0.97095	-0.0093073	-0.0022813	-0.0093073	0.97528	-0.0026566	-0.0022813	-0.0026566	1.0561	1	0	0	0	1	0	0	0	1	1.6081	-0.99422	-0.0051341	-0.99422	1.6133	0.0052857	-0.0051341	0.0052857	0.62274
A02010017	AHRS-CALIBRATION-v3	2017/10/20-03:48:39	2017/10/20-03:48:39	A02010018	526	2	OK	CLB	False	0.0	0.001	0.001	0.001	0.0034981	0.0027798	0.017886	8.66	8.66	8.66	-0.97221	1.0278	-0.96873	1.0313	1.0055	-0.99451	0.97095	-0.0093073	-0.0022813	-0.0093073	0.97528	-0.0026566	-0.0022813	-0.0026566	1.0561	1	0	0	0	1	0	0	0	1	1.6081	-0.99422	-0.0051341	-0.99422	1.6133	0.0052857	-0.0051341	0.0052857	0.62274
A01521497	AHRS-CALIBRATION-v1	2016/11/14-08:08:38	2016/11/15-05:07:38	A01521498	527	1	OK		False	0.0	0.001	0.001	0.001	0.004872	0.012564	-0.035180	8.66	8.66	8.66	-0.164668	0.066257	-0.174057	0.056868	0.05873710	-0.1553960	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A02005114	AHRS-CALIBRATION-v3	2017/10/17-11:12:03	2017/10/17-11:12:03	A02005115	528	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.028646	-0.0099755	0.00075632	8.66	8.66	8.66	-0.97629	1.0237	-0.98528	1.0147	0.9943	-1.0057	0.9341	-0.0093233	0.0041807	-0.0093233	0.95338	-0.0027387	0.0041807	-0.0027387	1.123	1	0	0	0	1	0	0	0	1	1.018	-0.0099722	0.0026994	-0.0099722	0.98788	-0.0023759	0.0026994	-0.0023759	0.9945
A02005111	AHRS-CALIBRATION-v3	2017/10/17-11:00:15	2017/10/17-11:00:15	A02005112	528	2	OK	4.1	False	0.0	0.001	0.001	0.001	0.028646	-0.0099755	0.00075632	8.66	8.66	8.66	-0.97629	1.0237	-0.98528	1.0147	0.9943	-1.0057	0.9341	-0.0093233	0.0041807	-0.0093233	0.95338	-0.0027387	0.0041807	-0.0027387	1.123	1	0	0	0	1	0	0	0	1	1.018	-0.0099722	0.0026994	-0.0099722	0.98788	-0.0023759	0.0026994	-0.0023759	0.9945
A02005108	AHRS-CALIBRATION-v3	2017/10/17-08:49:30	2017/10/17-08:49:30	A02005109	528	3	OK	4.1	False	0.0	0.001	0.001	0.001	0.028646	-0.0099755	0.00075632	8.66	8.66	8.66	-0.97629	1.0237	-0.98528	1.0147	0.9943	-1.0057	0.9341	-0.0093233	0.0041807	-0.0093233	0.95338	-0.0027387	0.0041807	-0.0027387	1.123	1	0	0	0	1	0	0	0	1	1.018	-0.0099722	0.0026994	-0.0099722	0.98788	-0.0023759	0.0026994	-0.0023759	0.9945
A01553637	AHRS-CALIBRATION-v3	2017/02/07-09:59:27	2017/02/07-09:59:27	A01553638	528	4	OK	4.1	False	0.0	0.001	0.001	0.001	0.020632	-0.0089571	-0.0050145	8.66	8.66	8.66	-0.97886	1.0211	-0.98421	1.0158	1.0026	-0.99737	0.95367	-0.0038925	0.0007837	-0.0038925	0.96371	-0.00093816	0.0007837	-0.00093816	1.0881	1	0	0	0	1	0	0	0	1	1.018	-0.029435	0.00038488	-0.029435	0.99006	-0.005531	0.00038488	-0.005531	0.99308
A02006109	AHRS-CALIBRATION-v2	2016/04/15-02:08:38	2016/04/23-03:07:38	A02006110	529	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.007937	-0.015200	-0.006680	8.66	8.66	8.66	-0.147832	0.073045	-0.142687	0.078191	0.07061330	-0.14361800	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01435986	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01435987	529	2	OK		False	0.0	0.001	0.001	0.001	0.007937	-0.015200	-0.006680	8.66	8.66	8.66	-0.147832	0.073045	-0.142687	0.078191	0.07061330	-0.14361800	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434115	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434116	529	3	OK		False	0.0	0.001	0.001	0.001	0.007937	-0.015200	-0.006680	8.66	8.66	8.66	-0.147832	0.073045	-0.142687	0.078191	0.07061330	-0.14361800																			1	0	0	0	1	0	0	0	1
A01434117	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434118	529	4	OK		False																																											
A02006103	AHRS-CALIBRATION-v2	2016/04/15-02:08:38	2016/04/23-03:07:38	A02006104	533	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.012008	0.001279	0.000364	8.66	8.66	8.66	-0.120571	0.104507	-0.125969	0.099109	0.10191600	-0.11481000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01435988	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01435989	533	2	OK		False	0.0	0.001	0.001	0.001	0.012008	0.001279	0.000364	8.66	8.66	8.66	-0.120571	0.104507	-0.125969	0.099109	0.10191600	-0.11481000	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434119	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434120	533	3	OK		False	0.0	0.001	0.001	0.001	0.012008	0.001279	0.000364	8.66	8.66	8.66	-0.120571	0.104507	-0.125969	0.099109	0.10191600	-0.11481000																			1	0	0	0	1	0	0	0	1
A01434121	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434122	533	4	OK		False																																											
A01557669	AHRS-CALIBRATION-v2	2017/07/11-09:47:44	2017/07/11-09:47:44	A01557670	534	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.032000	-0.016000	-0.051000	8.66	8.66	8.66	-0.113528	0.110255	-0.134263	0.089520	1	-1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A02009635	AHRS-CALIBRATION-v2	2017/07/11-09:47:44	2017/07/11-09:47:44	A02009636	536	1	OK	4.1	False	0.0	0.001	0.001	0.001	-0.001301	-0.001773	-0.027020	8.66	8.66	8.66	-0.141979	0.095785	-0.136346	0.101419	1	-1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A02005245	AHRS-CALIBRATION-v3	2017/10/18-05:47:50	2017/10/18-05:47:50	A02005246	540	1	OK	4.1	False	0.0	0.001	0.001	0.001	0.005857	-0.00054008	0.049005	8.66	8.66	8.66	-1.0053	0.99466	-1.0152	0.98478	0.98674	-1.0133	0.96281	-0.013929	0.0068363	-0.013929	0.95659	0.0061356	0.0068363	0.0061356	1.0861	1	0	0	0	1	0	0	0	1	1.0065	-0.020309	-0.0076339	-0.020309	1.0058	0.01013	-0.0076339	0.01013	0.98838
A01435990	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01435991	541	1	OK		False	0.0	0.001	0.001	0.001	0.015220	-0.002740	-0.032660	8.66	8.66	8.66	-0.091815	0.127558	-0.091886	0.127488	0.12586100	-0.08672820	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1
A01434123	AHRS-CALIBRATION-v1	2016/04/15-02:08:38	2016/04/23-03:07:38	A01434124	541	2	OK		False	0.0	0.001	0.001	0.001	0.015220	-0.002740	-0.032660	8.66	8.66	8.66	-0.091815	0.127558	-0.091886	0.127488	0.12586100	-0.08672820																			1	0	0	0	1	0	0	0	1
A01434125	AHRS-CALIBRATION-v1	2016/04/21-10:00:00	2016/04/21-10:00:00	A01434126	541	3	OK		False																																											
